0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,
0,0.4040263,0.621056437,-6.60E-07,0.332887232,0.506639123,-0.005147374,0.312980175,0.375283927,-0.008243397,0.354004055,0.289054185,-0.008952796,0.406844378,0.304092526,-0.007014525,0.448846668,0.276037246,-0.007059114,0.441470444,0.266241133,0.002658313,0.425136,0.30540356,0.006734386,0.413424134,0.341125429,0.005871476,0.512334287,0.321981788,-0.008267472,0.490396023,0.310049474,0.008097989,0.469690353,0.34574759,0.012425754,0.457485288,0.386174113,0.010519366,0.556605816,0.384110808,-0.007417611,0.529877067,0.365822107,0.003126549,0.50827837,0.392691642,0.008443081,0.49506703,0.429691613,0.008020758,0.584558725,0.451883614,-0.007065328,0.561314702,0.420550257,-0.001348099,0.539307237,0.442774653,0.009099026,0.527576685,0.475048304,0.017414989,
0,0.403447658,0.61611408,-6.51E-07,0.336589754,0.505034685,-0.005889731,0.31452179,0.376657248,-0.011279874,0.355217397,0.293952435,-0.014589423,0.409926921,0.307663798,-0.015118012,0.444946498,0.273814976,-0.010828402,0.445947737,0.269608736,-0.004647936,0.431939125,0.308212042,-0.00271877,0.417378813,0.340432167,-0.004874822,0.508808255,0.316832423,-0.013329206,0.491081953,0.315718353,0.000898644,0.472092807,0.352395892,0.004270738,0.458007872,0.389876723,0.001579328,0.554456472,0.378113896,-0.014037268,0.529442668,0.375021338,-0.004193773,0.509479165,0.402699381,0.000951199,0.494140506,0.436275244,6.31E-05,0.584620178,0.446920395,-0.01560217,0.561873913,0.429641068,-0.010835709,0.540439606,0.452616572,-0.001258024,0.526004553,0.481431961,0.006370334,
0,0.418472946,0.61893189,-6.49E-07,0.360517621,0.497287154,-0.00742108,0.34750694,0.37141946,-0.015073874,0.385273397,0.301728964,-0.021455055,0.434206098,0.323306859,-0.025587572,0.475424081,0.281734467,-0.012476698,0.469675094,0.285565734,-0.012192696,0.452416718,0.329536974,-0.016169535,0.436716914,0.363717586,-0.021720149,0.534291446,0.333409727,-0.016376529,0.514755368,0.33671084,-0.00864457,0.495584518,0.36978209,-0.010580075,0.481556594,0.40593648,-0.016146995,0.57518357,0.398957789,-0.01866748,0.551951051,0.393647373,-0.013531877,0.533673406,0.417512894,-0.010234716,0.518989563,0.448861659,-0.011421943,0.60038805,0.468846709,-0.021857459,0.579241812,0.45371893,-0.019283753,0.558645606,0.474091977,-0.009152753,0.546755254,0.49952656,-0.000576035,
0,0.489930034,0.658153176,-6.11E-07,0.439279705,0.523736894,-0.012807147,0.445840985,0.402510881,-0.022202225,0.492186844,0.3522259,-0.029131226,0.535911322,0.380901694,-0.034019429,0.572264671,0.354179949,-0.01829724,0.542618036,0.351743221,-0.023363914,0.519942701,0.391078353,-0.031020861,0.510563314,0.426357239,-0.037662815,0.624465942,0.416175693,-0.019489653,0.590268373,0.406700373,-0.015710149,0.567642987,0.434675753,-0.018912481,0.556627691,0.471736997,-0.024666179,0.656297386,0.485473573,-0.01976338,0.622966886,0.465385765,-0.018337868,0.601667106,0.486477464,-0.015757944,0.589924455,0.517665565,-0.016672404,0.672194779,0.554937124,-0.021273598,0.646601796,0.530360699,-0.021061478,0.62413919,0.547929108,-0.01126888,0.614000618,0.573403418,-0.0027225,
0,0.542151034,0.775465488,-6.22E-07,0.522526085,0.627470255,-0.009310658,0.553606689,0.507040441,-0.016468713,0.614150643,0.459706366,-0.022431353,0.653701127,0.487313271,-0.026269939,0.696285129,0.516976535,-0.003960624,0.680828631,0.496080458,-0.007029701,0.649537325,0.52126503,-0.016857859,0.630948246,0.548251271,-0.02567962,0.731127381,0.590582669,-0.005903068,0.705235243,0.569481969,-0.000536388,0.675994933,0.590258539,-0.004810228,0.655006468,0.619759798,-0.011027008,0.746174991,0.664962471,-0.007753048,0.720761716,0.641481936,-0.006292558,0.693372309,0.653118014,-0.004642176,0.670365512,0.675342441,-0.005396534,0.74813664,0.734174728,-0.010824467,0.728863537,0.706835866,-0.009897283,0.701532185,0.714573026,-0.001700692,0.680905163,0.730430543,0.00597613,
0,0.484109014,0.664954245,-5.57E-07,0.452390313,0.52224797,-0.012887132,0.478180438,0.409084916,-0.021979773,0.537417114,0.3788656,-0.028592791,0.582076609,0.411312222,-0.033270478,0.601604939,0.392901897,-0.014628373,0.574389815,0.385806531,-0.022056134,0.545873344,0.419876575,-0.032944668,0.528116763,0.449776739,-0.041708741,0.644747853,0.459771156,-0.016205462,0.616834044,0.445536703,-0.013099006,0.590972304,0.470704377,-0.01749526,0.573870659,0.50306952,-0.024418473,0.66604197,0.532438099,-0.017654628,0.64144212,0.509034336,-0.017384846,0.61674118,0.52801913,-0.014794122,0.598498821,0.556615174,-0.015735641,0.673397303,0.604440153,-0.020622317,0.656021893,0.571351707,-0.021703282,0.630971313,0.583586276,-0.012202302,0.614008248,0.605965436,-0.003921682,
0,0.392280132,0.591448188,-5.85E-07,0.335752904,0.480533421,-0.007522343,0.328737855,0.364747286,-0.015251422,0.371780396,0.306503177,-0.022575254,0.417828858,0.316542685,-0.028647006,0.445752531,0.292986333,-0.007273144,0.444591463,0.303115308,-0.016650477,0.426418692,0.342361569,-0.030469829,0.408253163,0.369453311,-0.041280642,0.498630136,0.335459501,-0.011952671,0.485520005,0.345931143,-0.010832953,0.46570155,0.379826188,-0.017300798,0.448941082,0.410674304,-0.024887448,0.535156131,0.393025428,-0.016773839,0.517641008,0.400018364,-0.016650857,0.497732699,0.42690137,-0.01486704,0.479908586,0.453230739,-0.01598141,0.559414506,0.45632267,-0.022991663,0.541790783,0.454657942,-0.022101725,0.520344257,0.475993782,-0.013447343,0.504087031,0.496186674,-0.006033792,
0,0.298275471,0.554098964,-5.75E-07,0.229735956,0.45913437,-0.006479703,0.214627266,0.353044808,-0.013308236,0.25850296,0.304605275,-0.018628294,0.313084692,0.315204114,-0.02350647,0.306241453,0.247387752,-0.016743973,0.306861013,0.275669217,-0.026566431,0.302494913,0.32248196,-0.039207283,0.292744875,0.353521407,-0.04958719,0.370839447,0.273122519,-0.020627251,0.363295078,0.303189039,-0.019013345,0.351741701,0.34380284,-0.024278298,0.33933571,0.377207518,-0.03208331,0.420243561,0.319522202,-0.023564693,0.404674113,0.347851843,-0.021236541,0.389706105,0.381981194,-0.017932253,0.375564396,0.409672976,-0.019465921,0.455178767,0.377077162,-0.027897967,0.44055891,0.395382851,-0.025498683,0.422445118,0.423469871,-0.016356096,0.409057975,0.444087267,-0.009345941,
0,0.162357152,0.602739453,-6.48E-07,0.076668873,0.526551962,-0.000182404,0.028292671,0.420731664,-0.003338916,0.02803351,0.318020225,-0.006378944,0.052112475,0.255322665,-0.00638909,0.091772676,0.26978898,-0.003717584,0.116159767,0.269231558,-0.000486006,0.123805456,0.316379339,0.002271297,0.118053585,0.355667353,0.002369515,0.159916908,0.261781603,-0.009843439,0.173403889,0.278630197,0.00335747,0.174698293,0.32677269,0.004419978,0.167762011,0.366651893,0.000168997,0.223145783,0.284367114,-0.014025704,0.221631825,0.302898765,-0.004746421,0.22109592,0.345312715,-0.000612061,0.212953463,0.381878644,-0.002786687,0.277816981,0.325558305,-0.018522868,0.270452648,0.338292599,-0.013058677,0.26259917,0.375427336,-0.003472996,0.250778109,0.408219576,0.004237149,
