0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43
1,0.407495558,0.799821734,0.456413299,0.704659641,0.488067657,0.611772656,0.498702496,0.536842048,0.504941583,0.465496302,0.445937127,0.59606421,0.544356644,0.652048409,0.554979622,0.683887362,0.546423197,0.688783467,0.424408019,0.65761292,0.539058447,0.71009928,0.553535938,0.735883653,0.552249372,0.746370435,0.413936317,0.723576486,0.52185905,0.762769997,0.539375424,0.778555274,0.542751431,0.784756303,0.414532363,0.783637047,0.495344281,0.809089839,0.5147053,0.814180255,0.520043612,0.815570116
1,0.402932674,0.80435437,0.449389189,0.709616423,0.488955766,0.619628251,0.50406158,0.548677564,0.512062311,0.481605619,0.457019866,0.608049273,0.553969085,0.652832627,0.543459594,0.680644155,0.516670465,0.676254511,0.437755615,0.667788029,0.550927341,0.709408522,0.536631942,0.727539837,0.509179413,0.724960566,0.426620543,0.730361938,0.534675241,0.764864802,0.518228352,0.778384864,0.492812186,0.776195884,0.422344208,0.78869015,0.503268421,0.814910054,0.491531342,0.820668042,0.466600239,0.817275584
1,0.412152976,0.803864956,0.461188555,0.70235157,0.498636872,0.598314524,0.512937784,0.515696049,0.516382396,0.445832849,0.465777665,0.584432542,0.559587181,0.620318592,0.541062295,0.653097749,0.507851183,0.648019552,0.448308736,0.642204046,0.559923649,0.680496097,0.535805106,0.701203704,0.502612293,0.694067717,0.438669264,0.704544902,0.546903729,0.736682653,0.522931755,0.753802359,0.493413806,0.749097407,0.436178863,0.76639533,0.519393802,0.789421082,0.506342709,0.798824608,0.48201701,0.79607892
1,0.442410022,0.80240798,0.476132333,0.706220448,0.528193355,0.624631941,0.564195454,0.561091423,0.585146487,0.509210169,0.527208924,0.61637646,0.618830502,0.636474848,0.65819031,0.672396421,0.681510806,0.700339735,0.510483086,0.670197964,0.616925359,0.7018224,0.664371312,0.725678682,0.69341898,0.740875423,0.500866234,0.73283875,0.605542064,0.76951319,0.605778575,0.787998557,0.588030279,0.791683078,0.50079304,0.793592393,0.583109021,0.82231766,0.577263415,0.82549417,0.557138324,0.820863843
1,0.458069384,0.816465974,0.490380853,0.732236147,0.540284574,0.643368602,0.562085092,0.574352443,0.568892896,0.511727393,0.533862412,0.655807972,0.628439426,0.69571197,0.628593922,0.71671176,0.613089621,0.717594564,0.514740884,0.717113793,0.623445272,0.764049292,0.607139647,0.772407413,0.575805902,0.764217138,0.504167795,0.781710625,0.606489003,0.814159393,0.583593428,0.819038153,0.55169946,0.810708642,0.499398768,0.840538383,0.576604247,0.859276295,0.557988167,0.861223638,0.52898258,0.855112612
1,0.377993882,0.833442807,0.409093618,0.751973152,0.468491226,0.665354967,0.504728258,0.602469921,0.515731394,0.540106773,0.463514745,0.659105718,0.558329344,0.70751667,0.56159091,0.737636209,0.544697523,0.74324429,0.449231684,0.720606267,0.559135795,0.774546802,0.553634763,0.790091395,0.52637279,0.786618352,0.439440161,0.788974404,0.543054104,0.831869721,0.536408544,0.844075441,0.513171911,0.840017498,0.434295028,0.855351329,0.512259841,0.879571676,0.511983097,0.886111856,0.498945415,0.881643891
1,0.37160939,0.86133939,0.42198211,0.759875059,0.438175529,0.658506572,0.435292095,0.58183378,0.436361492,0.506367624,0.380605459,0.64590317,0.464479148,0.701558292,0.454914212,0.727225542,0.428744614,0.717691422,0.357235551,0.702627122,0.455760509,0.761416495,0.440775394,0.773673058,0.415223509,0.763889074,0.345708847,0.765072942,0.439495325,0.813032687,0.423904955,0.821925044,0.400029033,0.812388659,0.344080567,0.824438989,0.414157122,0.859377503,0.40153417,0.860215068,0.375390947,0.850479484
1,0.38385722,0.797510326,0.413953125,0.719843507,0.421325982,0.628853679,0.41872254,0.560347438,0.415230334,0.492584229,0.354062051,0.636503279,0.439327717,0.680441082,0.432792008,0.696156085,0.408194423,0.690247178,0.333811671,0.695841193,0.434358537,0.743301928,0.415643364,0.743292034,0.387119174,0.730673492,0.328687161,0.758190155,0.420659572,0.797507167,0.403940856,0.799393654,0.378481001,0.78757596,0.329715401,0.814161301,0.401013106,0.836461127,0.38937521,0.835632205,0.364745021,0.832177281
1,0.39125523,0.773507357,0.417183846,0.699907899,0.418619901,0.609223545,0.415950418,0.539975762,0.409852505,0.471244514,0.352056116,0.615420163,0.436247379,0.657928824,0.435551703,0.678131104,0.412445545,0.672237575,0.332800865,0.677316189,0.436775327,0.718933046,0.425005466,0.726635635,0.396320999,0.717257917,0.328744829,0.741691113,0.421821415,0.773945093,0.411763191,0.780362427,0.386265814,0.770644546,0.330376118,0.802774549,0.402028322,0.817844927,0.397203058,0.818331003,0.375662446,0.816007733
